Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
Mercedes,A,Saudi,Bronze,Semi Full,4.0,Gas,Automatic,250,Jeddah,179000,4
Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,109862,Riyadh,59500,8
Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,9495,Riyadh,59500,5
Hyundai,Sonata,Saudi,Grey,Standard,2.4,Gas,Automatic,70676,Riyadh,59500,6
Changan,CS35 Plus,Saudi,Silver,Full,1.4,Gas,Automatic,67095,Riyadh,60000,5
Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,290,Tabouk,55000,12
Mercury,Marquis,Saudi,Black,Semi Full,4.6,Gas,Automatic,140000,Riyadh,22000,16
Ford,F150,Saudi,White,Semi Full,5.0,Gas,Automatic,138,Riyadh,90000,9
Hyundai,Elantra,Saudi,Another Color,Standard,1.6,Gas,Automatic,99000,Riyadh,38500,8
Toyota,Avalon,Saudi,Silver,Full,3.5,Gas,Automatic,1800,Jeddah,182000,4
Nissan,KICKS,Saudi,White,Standard,1.5,Gas,Automatic,17000,Riyadh,52000,5
Mitsubishi,Pajero,Gulf Arabic,White,Full,3.8,Gas,Automatic,216000,Dammam,58000,9
INFINITI,Q,Saudi,Brown,Full,3.7,Gas,Automatic,2000,Jeddah,155000,5
Toyota,Innova,Saudi,Grey,Standard,2.7,Gas,Automatic,122000,Al-Medina,43000,10
Lincoln,MKX,Saudi,Grey,Semi Full,3.5,Gas,Automatic,75000,Al-Ahsa,125000,8
Nissan,Armada,Saudi,Grey,Full,5.6,Gas,Automatic,266000,Jeddah,25000,19
Lexus,NX,Saudi,Blue,Standard,2.0,Gas,Automatic,30000,Jeddah,160000,5
Changan,CS35 Plus,Saudi,Silver,Full,1.4,Gas,Automatic,64355,Riyadh,60000,5
Hyundai,Azera,Saudi,Another Color,Standard,3.0,Gas,Automatic,107154,Riyadh,61000,8
Hyundai,H1,Saudi,Silver,Standard,2.4,Gas,Automatic,88826,Riyadh,60500,7
Mazda,6,Saudi,Red,Standard,2.5,Gas,Automatic,91170,Riyadh,60500,8
GMC,Suburban,Saudi,Black,Standard,2.0,Gas,Automatic,230000,Makkah,29000,19
GMC,Suburban,Saudi,Black,Standard,2.0,Gas,Automatic,230000,Makkah,29000,19
Lexus,ES,Saudi,Grey,Standard,2.5,Gas,Automatic,30000,Riyadh,142500,5
Ford,Taurus,Saudi,Grey,Standard,6.0,Gas,Automatic,75000,Dammam,65000,8
Lexus,ES,Other,White,Semi Full,3.5,Gas,Automatic,96906,Riyadh,116000,8
Dodge,Charger,Other,Blue,Full,5.7,Gas,Automatic,142000,Riyadh,89000,9
Toyota,Fortuner,Saudi,Brown,Standard,2.7,Gas,Automatic,250,Taef,40000,16
Mercedes,E,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,73000,Dammam,125000,9
Hyundai,Sonata,Saudi,Brown,Standard,2.4,Gas,Automatic,120966,Riyadh,49000,7
Kia,Sportage,Saudi,Blue,Standard,1.6,Gas,Automatic,69358,Riyadh,60500,6
Kia,Sportage,Saudi,Blue,Standard,1.6,Gas,Automatic,73406,Riyadh,60500,6
Geely,X7,Saudi,Golden,Full,2.4,Gas,Automatic,32209,Riyadh,61000,6
MG,6,Saudi,White,Full,2.0,Gas,Automatic,29814,Riyadh,61500,5
Jeep,Grand Cherokee,Saudi,Blue,Full,3.6,Gas,Automatic,52000,Khobar,162000,5
Mazda,6,Saudi,Brown,Standard,2.5,Gas,Automatic,198,Jeddah,55000,7
Toyota,Yaris,Saudi,Blue,Semi Full,1.5,Gas,Automatic,130000,Al-Jouf,30000,9
Lexus,IS,Gulf Arabic,Grey,Full,3.5,Gas,Automatic,166,Al-Ahsa,90000,9
Chevrolet,Cruze,Saudi,Grey,Semi Full,1.6,Gas,Automatic,135020,Riyadh,24000,11
Chevrolet,Malibu,Saudi,White,Semi Full,2.5,Gas,Automatic,175000,Dammam,49000,8
Renault,Symbol,Saudi,White,Standard,1.6,Gas,Automatic,27000,Jeddah,25000,5
Land Rover,Range Rover,Saudi,White,Semi Full,3.0,Gas,Automatic,125000,Riyadh,165000,10
BMW,The 7,Saudi,Black,Semi Full,2.0,Gas,Automatic,176000,Al-Medina,26000,17
Toyota,Avanza,Saudi,White,Standard,2.4,Gas,Automatic,233000,Riyadh,28000,10
GMC,Sierra,Saudi,White,Full,6.2,Gas,Automatic,118000,Riyadh,100000,11
Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,69000,Riyadh,28000,7
HAVAL,H2,Saudi,Brown,Full,1.5,Gas,Automatic,2800,Jeddah,57000,4
Nissan,Maxima,Saudi,Red,Standard,3.5,Gas,Automatic,158543,Riyadh,61500,8
Hyundai,Sonata,Saudi,Black,Standard,2.4,Gas,Automatic,127974,Riyadh,61500,6
Hyundai,Tucson,Saudi,Blue,Standard,2.0,Gas,Automatic,143479,Riyadh,61500,7
Toyota,Camry,Saudi,Silver,Standard,2.5,Gas,Automatic,101732,Riyadh,61500,8
Chevrolet,Tahoe,Saudi,White,Standard,5.3,Gas,Automatic,139000,Riyadh,110000,9
Kia,Rio,Saudi,Silver,Standard,1.4,Gas,Automatic,55000,Makkah,36000,6
Lexus,LS,Other,White,Semi Full,1.8,Gas,Automatic,120000,Taef,77000,15
Lexus,LS,Saudi,Grey,Full,1.8,Gas,Automatic,150000,Taef,95000,13
Chevrolet,Silverado,Saudi,Red,Semi Full,4.3,Gas,Automatic,213000,Dammam,70000,11
Mercedes,C,Other,White,Full,2.0,Gas,Automatic,99000,Dammam,129000,9
Kia,Rio,Saudi,White,Full,1.4,Gas,Automatic,300,Dammam,57000,5
Hyundai,Sonata,Saudi,White,Full,2.5,Gas,Automatic,154,Al-Ahsa,49000,8
Mercedes,A,Gulf Arabic,White,Standard,2.0,Gas,Automatic,12500,Riyadh,150000,5
Lexus,RX,Saudi,Brown,Full,3.5,Gas,Automatic,73000,Jeddah,110000,10
Toyota,Land Cruiser,Saudi,White,Full,4.7,Gas,Automatic,137000,Al-Ahsa,150000,10
Ford,Flex,Saudi,White,Standard,3.5,Gas,Automatic,128500,Qassim,49000,11
Toyota,Land Cruiser,Gulf Arabic,White,Semi Full,4.5,Gas,Manual,315,Qassim,60000,18
Ford,Victoria,Other,Silver,Full,4.6,Gas,Automatic,129000,Dammam,25000,14
Mercedes,E,Other,Navy,Full,3.5,Gas,Automatic,168000,Jeddah,58000,15
Hyundai,H1,Saudi,Silver,Standard,2.4,Gas,Automatic,106327,Riyadh,61500,7
Hyundai,H1,Saudi,Silver,Standard,2.4,Gas,Automatic,90706,Riyadh,61500,7
Mitsubishi,Pajero,Saudi,White,Semi Full,3.5,Gas,Automatic,153042,Riyadh,61500,9
Hyundai,Sonata,Saudi,Grey,Standard,2.4,Gas,Automatic,84655,Riyadh,61500,7
Chevrolet,Traverse,Saudi,White,Unknown,3.4,Gas,Automatic,56500,Tabouk,65000,9
INFINITI,QX,Gulf Arabic,Black,Standard,2.0,Gas,Automatic,54000,Dammam,70000,8
GMC,Yukon,Saudi,Black,Full,5.3,Gas,Automatic,48000,Dammam,145000,9
GMC,Sierra,Saudi,Another Color,Standard,5.3,Gas,Automatic,61000,Dammam,145000,7
Lexus,ES,Other,White,Full,3.5,Gas,Automatic,62000,Riyadh,136000,8
Dodge,Charger,Other,Grey,Full,5.7,Gas,Automatic,123000,Riyadh,109000,9
Toyota,Prado,Saudi,Grey,Full,4.0,Gas,Automatic,174000,Al-Medina,120000,9
Lexus,IS,Other,White,Full,2.0,Gas,Automatic,96000,Dammam,108000,9
Chrysler,C300,Saudi,White,Full,1.0,Gas,Automatic,220,Dammam,42000,12
Mercedes,S,Saudi,White,Full,3.0,Gas,Automatic,110000,Dammam,113000,12
Ford,Explorer,Other,White,Full,3.5,Gas,Automatic,128644,Riyadh,118000,9
Dodge,Charger,Other,Grey,Semi Full,5.7,Gas,Automatic,141000,Riyadh,108000,8
Chevrolet,Tahoe,Other,Another Color,Semi Full,6.2,Gas,Automatic,105920,Riyadh,149000,8
Mazda,CX3,Gulf Arabic,Navy,Standard,2.0,Gas,Automatic,40301,Riyadh,61500,6
Honda,Civic,Saudi,White,Standard,1.6,Gas,Automatic,20258,Riyadh,61500,8
Honda,HRV,Saudi,Grey,Standard,1.8,Gas,Automatic,6018,Riyadh,62000,4
Hyundai,Sonata,Saudi,Grey,Standard,2.4,Gas,Automatic,113057,Riyadh,62500,6
Chrysler,300,Other,White,Semi Full,3.6,Gas,Automatic,108828,Riyadh,94000,8
Chevrolet,Camaro,Other,Blue,Full,3.6,Gas,Automatic,118993,Riyadh,107000,9
Mercedes,C,Other,White,Full,2.0,Gas,Automatic,51201,Riyadh,119000,10
Mercedes,E,Other,Grey,Full,3.4,Gas,Automatic,72000,Riyadh,178000,8
Ford,Explorer,Other,White,Full,3.5,Gas,Automatic,111251,Riyadh,74000,12
Toyota,Innova,Saudi,Silver,Unknown,2.7,Gas,Automatic,286000,Al-Medina,38000,12
Ford,Mustang,Other,Navy,Full,2.3,Gas,Automatic,79000,Dammam,122000,7
Chevrolet,Tahoe,Other,White,Full,5.3,Gas,Automatic,149000,Dammam,149000,9
Dodge,Durango,Saudi,Grey,Full,5.7,Gas,Automatic,199000,Riyadh,40000,14
Chevrolet,Camaro,Other,Black,Full,3.6,Gas,Automatic,118000,Dammam,119000,7
Chevrolet,Cruze,Saudi,White,Standard,1.6,Gas,Automatic,120000,Makkah,18000,12
Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,234000,Jazan,56000,10
GMC,Yukon,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,235000,Dammam,72000,11
Toyota,Rav4,Saudi,White,Semi Full,2.5,Gas,Automatic,162000,Jeddah,60000,8
Chrysler,C300,Other,White,Full,3.5,Gas,Automatic,83000,Dammam,86000,9
Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,156495,Riyadh,62500,9
Toyota,Innova,Saudi,White,Standard,2.7,Gas,Automatic,203312,Riyadh,62500,8
Kia,Sportage,Saudi,Red,Standard,2.4,Gas,Automatic,57073,Riyadh,63500,7
Nissan,Maxima,Saudi,Blue,Semi Full,3.5,Gas,Automatic,100943,Riyadh,63500,9
Chrysler,S300,Other,Silver,Full,3.5,Gas,Automatic,105000,Dammam,112000,7
Lexus,ES,Saudi,Grey,Semi Full,2.5,Gas,Automatic,3000,Makkah,177000,4
Volkswagen,Touareg,Saudi,Brown,Semi Full,4.0,Gas,Automatic,183000,Qassim,69000,10
GMC,Yukon,Saudi,Red,Semi Full,5.3,Gas,Automatic,60000,Makkah,175000,6
Toyota,Camry,Saudi,Bronze,Full,2.5,Gas,Automatic,1700,Makkah,115000,5
Mercedes,C,Gulf Arabic,Black,Full,2.0,Gas,Automatic,15000,Makkah,175000,6
Chevrolet,Cruze,Saudi,White,Standard,1.6,Gas,Automatic,120000,Taef,18000,12
Lexus,NX,Saudi,White,Standard,2.0,Gas,Automatic,1800,Jeddah,161000,7
Toyota,Land Cruiser Pickup,Saudi,Brown,Full,4.0,Gas,Manual,67000,Jeddah,95000,6
Toyota,Rav4,Saudi,Silver,Full,2.5,Gas,Automatic,174000,Jeddah,77000,8
Hyundai,Sonata,Gulf Arabic,Blue,Full,1.5,Gas,Automatic,73000,Tabouk,63000,9
Chevrolet,Impala,Other,Silver,Full,3.6,Gas,Automatic,169000,Al-Ahsa,72000,10
Ford,Flex,Saudi,Black,Full,3.5,Gas,Automatic,71927,Riyadh,64000,12
Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,111362,Riyadh,64500,7
Toyota,Camry,Saudi,Blue,Full,2.5,Gas,Automatic,215735,Riyadh,64500,8
Toyota,Land Cruiser Pickup,Saudi,Another Color,Full,4.0,Gas,Manual,26000,Jeddah,115000,9
Hyundai,Tucson,Saudi,Grey,Semi Full,2.0,Gas,Automatic,60000,Jeddah,70000,7
Hyundai,Sonata,Saudi,Grey,Standard,2.4,Gas,Automatic,125000,Jeddah,57000,7
Hyundai,Elantra,Saudi,Grey,Standard,1.6,Gas,Automatic,144000,Jeddah,45000,7
Toyota,Camry,Saudi,Red,Semi Full,2.5,Gas,Automatic,117000,Jeddah,43000,11
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,83000,Jeddah,37000,6
Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,98000,Jeddah,35000,7
Toyota,Yaris,Saudi,Grey,Standard,1.5,Gas,Automatic,68000,Jeddah,35000,7
Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Jeddah,34000,7
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,127000,Jeddah,33000,7
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,120000,Jeddah,32000,7
Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,94000,Riyadh,58500,6
Lexus,UX,Gulf Arabic,White,Full,2.0,Gas,Automatic,10000,Dammam,176000,5
Mercedes,C,Other,White,Full,2.0,Gas,Automatic,54000,Dammam,153000,8
Hyundai,Elantra,Other,White,Standard,1.6,Diesel,Automatic,45000,Riyadh,54000,7
Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,124004,Riyadh,65000,6
Mazda,CX3,Saudi,Blue,Standard,2.0,Gas,Automatic,14501,Riyadh,66000,5
Ford,Taurus,Saudi,Black,Standard,2.0,Gas,Automatic,78508,Riyadh,65000,7
Honda,Accord,Saudi,Navy,Full,3.5,Gas,Automatic,25400,Jeddah,90000,8
Lexus,ES,Gulf Arabic,Golden,Semi Full,1.6,Gas,Automatic,12472,Dammam,91200,9
Nissan,Sunny,Saudi,White,Standard,1.4,Gas,Automatic,108000,Riyadh,19000,14
Chevrolet,Silverado,Saudi,White,Full,5.3,Gas,Automatic,33000,Tabouk,170000,6
Chevrolet,Silverado,Saudi,White,Full,5.3,Gas,Automatic,33000,Tabouk,170000,6
Chevrolet,Silverado,Saudi,White,Full,5.3,Gas,Automatic,33000,Tabouk,170000,6
Ford,Expedition,Gulf Arabic,Black,Full,3.5,Gas,Automatic,100000,Qassim,98000,9
Lexus,ES,Other,White,Full,3.5,Gas,Automatic,103000,Jeddah,102000,9
Hyundai,Santa fe,Saudi,White,Full,3.3,Gas,Automatic,246000,Khobar,60000,10
Toyota,Sequoia,Other,Black,Full,5.7,Gas,Automatic,53000,Riyadh,90000,12
MG,RX5,Saudi,Silver,Full,2.0,Gas,Automatic,7855,Riyadh,65500,5
Jeep,Compass,Saudi,Brown,Semi Full,2.4,Gas,Automatic,43834,Riyadh,66000,6
Ford,Edge,Saudi,Black,Standard,3.5,Gas,Automatic,105344,Riyadh,66500,9
Hyundai,Azera,Saudi,White,Full,3.0,Gas,Automatic,91747,Riyadh,66500,9
Kia,Carnival,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,34200,Al-Ahsa,50000,10
Kia,Rio,Saudi,Red,Standard,1.4,Gas,Automatic,17500,Al-Ahsa,37000,6
Mercury,Marquis,Saudi,Blue,Semi Full,4.0,Gas,Automatic,377000,Al-Ahsa,21000,16
Hyundai,Sonata,Saudi,White,Semi Full,2.4,Gas,Automatic,78000,Riyadh,63000,7
Nissan,Z370,Saudi,Grey,Full,3.7,Gas,Manual,3000,Dammam,129000,5
Peugeot,Partner,Saudi,White,Standard,1.6,Gas,Manual,114000,Dammam,22000,9
Chevrolet,Camaro,Other,Red,Full,2.0,Gas,Automatic,81633,Riyadh,120000,8
Chevrolet,Tahoe,Saudi,Black,Semi Full,5.3,Gas,Automatic,67000,Riyadh,176000,5
Nissan,Sunny,Saudi,White,Semi Full,1.5,Gas,Automatic,58244,Riyadh,30000,7
Audi,A8,Saudi,Bronze,Full,3.0,Gas,Automatic,42000,Dammam,165000,9
Ford,Taurus,Other,White,Semi Full,3.5,Gas,Automatic,108000,Dammam,79000,9
Toyota,Yaris,Saudi,Silver,Standard,1.5,Gas,Automatic,134000,Jeddah,36000,7
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,91000,Riyadh,30000,8
Chevrolet,Malibu,Saudi,Red,Full,2.4,Gas,Automatic,175500,Khobar,32000,10
Toyota,Prado,Saudi,White,Standard,2.7,Gas,Automatic,263000,Khobar,55000,14
Ford,Mustang,Other,Red,Full,2.3,Gas,Automatic,52000,Riyadh,139000,6
Ford,Taurus,Other,White,Full,3.5,Gas,Automatic,91815,Riyadh,86000,9
Mitsubishi,Pajero,Saudi,White,Semi Full,3.5,Gas,Automatic,161709,Riyadh,66500,8
Hyundai,Kona,Saudi,White,Standard,2.0,Gas,Automatic,10239,Riyadh,66500,5
Mazda,6,Saudi,Red,Standard,2.5,Gas,Automatic,68263,Riyadh,66500,7
Nissan,Armada,Saudi,Black,Full,5.6,Gas,Automatic,184000,Jeddah,30000,19
Chevrolet,Tahoe,Saudi,Silver,Full,5.8,Gas,Automatic,340000,Tabouk,40000,15
Toyota,Sequoia,Saudi,White,Standard,5.7,Gas,Automatic,114000,Al-Medina,89000,12
Toyota,Yaris,Saudi,White,Standard,1.4,Gas,Automatic,128000,Dammam,25000,9
Kia,Rio,Saudi,White,Standard,1.4,Gas,Automatic,237000,Dammam,21000,9
Ford,Taurus,Other,Brown,Full,3.5,Gas,Automatic,104000,Dammam,74000,10
Toyota,Sequoia,Saudi,Silver,Semi Full,5.7,Gas,Automatic,85000,Dammam,125000,10
Ford,Expedition,Saudi,Black,Standard,5.4,Gas,Automatic,84000,Dammam,72000,12
Kia,Sportage,Other,White,Standard,2.0,Diesel,Automatic,55000,Riyadh,68000,9
GMC,Yukon,Saudi,Black,Semi Full,1.6,Gas,Automatic,250000,Riyadh,22000,17
Cadillac,CTS,Saudi,Another Color,Full,3.0,Gas,Automatic,101000,Yanbu,40000,14
Mazda,6,Saudi,White,Standard,2.5,Gas,Automatic,78000,Riyadh,76000,5
Toyota,Camry,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,119550,Riyadh,66500,8
Toyota,Fortuner,Saudi,Black,Standard,2.7,Gas,Automatic,164277,Riyadh,66500,10
Ford,Expedition,Saudi,Grey,Full,5.4,Gas,Manual,225299,Riyadh,66587,12
Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,49515,Riyadh,68000,6
Ford,Expedition,Other,Grey,Standard,5.4,Gas,Automatic,121000,Riyadh,40000,12
Mitsubishi,Pajero,Gulf Arabic,Another Color,Full,3.8,Gas,Automatic,132000,Aseer,63000,9
Chevrolet,Malibu,Saudi,White,Full,3.6,Gas,Automatic,177000,Dammam,30000,12
Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,102000,Dammam,48000,6
Chevrolet,Impala,Saudi,Black,Standard,3.6,Gas,Automatic,52000,Riyadh,75000,7
Chevrolet,Camaro,Other,Red,Full,6.2,Gas,Automatic,116000,Dammam,129000,8
Ford,Taurus,Saudi,Another Color,Standard,3.5,Gas,Automatic,63000,Jeddah,80000,7
Toyota,Sequoia,Saudi,White,Semi Full,5.7,Gas,Automatic,92000,Dammam,108000,9
Ford,Taurus,Saudi,Silver,Standard,3.5,Gas,Automatic,132000,Dammam,65000,8
Chevrolet,Impala,Saudi,White,Semi Full,3.6,Gas,Automatic,181000,Riyadh,60000,11
Ford,Taurus,Saudi,White,Semi Full,2.5,Gas,Automatic,172000,Jeddah,52000,10
Toyota,Fortuner,Saudi,White,Standard,2.7,Gas,Automatic,250000,Makkah,55000,10
Nissan,Sentra,Gulf Arabic,White,Standard,1.6,Gas,Automatic,97000,Al-Ahsa,39000,7
Mercedes,ML,Gulf Arabic,Another Color,Full,5.5,Gas,Automatic,140000,Riyadh,120000,12
GMC,Sierra,Saudi,Silver,Full,5.7,Gas,Automatic,109000,Dammam,100000,9
Honda,Accord,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,106214,Riyadh,67500,9
Toyota,Rav4,Saudi,Grey,Standard,2.5,Gas,Automatic,235614,Riyadh,67500,8
Nissan,Altima,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48096,Riyadh,68000,7
Lincoln,MKX,Other,White,Full,3.7,Gas,Automatic,99000,Dammam,100000,9
Fiat,500,Saudi,Black,Full,1.4,Gas,Automatic,19000,Dammam,70000,6
Chevrolet,Malibu,Saudi,Silver,Full,3.6,Gas,Automatic,165000,Dammam,30000,12
Chevrolet,Malibu,Saudi,Silver,Semi Full,2.5,Gas,Automatic,203000,Dammam,32000,9
Changan,CS35,Saudi,Grey,Full,1.6,Gas,Automatic,150000,Dammam,40000,6
Chevrolet,Camaro,Other,Yellow,Full,3.6,Gas,Automatic,118000,Dammam,113000,8
Porsche,Macan,Saudi,Another Color,Full,3.5,Gas,Automatic,93000,Jeddah,138000,10
Mazda,CX9,Saudi,Silver,Full,3.7,Gas,Automatic,260000,Dammam,63000,10
Toyota,Hiace,Saudi,White,Standard,2.4,Gas,Manual,307000,Riyadh,60000,9
Toyota,Camry,Saudi,Silver,Standard,2.5,Gas,Automatic,109000,Qassim,80000,7
Hyundai,Santa fe,Saudi,Black,Full,1.4,Gas,Automatic,265000,Qassim,52000,11
Lexus,ES,Saudi,Another Color,Full,3.5,Gas,Automatic,250000,Al-Namas,25000,18
Volkswagen,Passat,Saudi,Brown,Standard,2.5,Gas,Automatic,88673,Jeddah,50000,11
Isuzu,D-MAX,Saudi,White,Standard,2.5,Diesel,Manual,203957,Riyadh,68500,7
Mazda,CX9,Saudi,White,Full,3.7,Gas,Automatic,217162,Riyadh,68500,10
Kia,Sorento,Saudi,White,Full,3.5,Gas,Automatic,93914,Riyadh,68500,9
Toyota,Hiace,Saudi,White,Standard,2.7,Gas,Manual,192692,Riyadh,68500,8
Chevrolet,Tahoe,Saudi,Bronze,Semi Full,5.5,Gas,Automatic,450,Jeddah,27500,18
Ford,Explorer,Saudi,Black,Standard,3.6,Gas,Automatic,158000,Riyadh,55000,11
Kia,Cadenza,Other,Another Color,Full,3.0,Gas,Automatic,33212,Qassim,66000,9
Lexus,ES,Other,White,Full,3.5,Gas,Automatic,69000,Dammam,142000,8
Lexus,GS,Saudi,Bronze,Full,3.5,Gas,Automatic,80000,Dammam,175000,8
Isuzu,D-MAX,Saudi,White,Standard,2.5,Diesel,Manual,288000,Dammam,42000,11
Chevrolet,Suburban,Saudi,Grey,Standard,5.3,Gas,Automatic,37000,Riyadh,148000,6
Toyota,Yaris,Saudi,Silver,Semi Full,1.5,Gas,Automatic,42628,Dammam,38500,6
Mercedes,CLS,Gulf Arabic,Black,Full,3.0,Gas,Automatic,45000,Dammam,168000,9
Chevrolet,Camaro,Other,Blue,Full,3.6,Gas,Automatic,79000,Dammam,113000,7
Ford,Taurus,Saudi,White,Standard,2.5,Gas,Automatic,247000,Qassim,55000,10
Cadillac,CTS,Saudi,Blue,Semi Full,3.8,Gas,Automatic,137000,Al-Medina,45000,12
Toyota,Land Cruiser,Saudi,White,Full,4.6,Gas,Automatic,264000,Jeddah,140000,10
Nissan,Sentra,Saudi,Silver,Semi Full,1.4,Gas,Automatic,165000,Riyadh,18500,11
Mitsubishi,Pajero,Gulf Arabic,Golden,Semi Full,3.5,Gas,Automatic,108000,Riyadh,77000,7
Audi,A8,Other,Black,Full,4.0,Gas,Automatic,100000,Riyadh,108000,12
Toyota,Camry,Saudi,Grey,Semi Full,2.4,Gas,Automatic,77000,Riyadh,63000,9
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,69000,Riyadh,34000,8
Toyota,Hiace,Saudi,White,Standard,2.7,Gas,Manual,143594,Riyadh,69000,8
Mazda,6,Saudi,Grey,Standard,2.5,Gas,Automatic,64970,Riyadh,69500,6
Isuzu,D-MAX,Saudi,White,Standard,2.5,Diesel,Manual,52849,Riyadh,69500,7
Hyundai,Sonata,Saudi,Black,Semi Full,2.4,Gas,Automatic,84795,Riyadh,69500,7
Chevrolet,Caprice,Saudi,Black,Full,6.0,Gas,Automatic,172000,Riyadh,108000,10
Honda,Accord,Gulf Arabic,Red,Semi Full,2.4,Gas,Automatic,80000,Riyadh,69000,9
Toyota,Prado,Saudi,White,Semi Full,2.7,Gas,Automatic,5000,Riyadh,153000,5
Lexus,IS,Saudi,Black,Semi Full,3.5,Gas,Automatic,131,Riyadh,166000,7
Honda,Accord,Gulf Arabic,Blue,Full,2.5,Gas,Automatic,75000,Riyadh,90000,8
Ford,Expedition,Gulf Arabic,White,Standard,3.5,Gas,Automatic,90000,Riyadh,97000,8
Lexus,ES,Gulf Arabic,Brown,Full,2.4,Gas,Automatic,20000,Riyadh,126000,7
Ford,Edge,Gulf Arabic,Blue,Standard,3.5,Gas,Automatic,82000,Riyadh,80000,8
Lexus,RX,Saudi,Golden,Full,3.5,Gas,Automatic,104000,Riyadh,148000,9
Ford,Flex,Saudi,Grey,Semi Full,3.5,Gas,Automatic,167000,Riyadh,53000,10
Nissan,Altima,Saudi,White,Standard,2.5,Gas,Automatic,40000,Riyadh,59000,8
Ford,Explorer,Gulf Arabic,White,Standard,3.5,Gas,Automatic,94000,Riyadh,82000,8
Ford,Expedition,Saudi,White,Standard,3.5,Gas,Automatic,103000,Riyadh,83000,9
Toyota,Hiace,Other,White,Standard,2.7,Gas,Manual,99999,Riyadh,69000,9
Chevrolet,Impala,Gulf Arabic,White,Standard,3.5,Gas,Automatic,16000,Riyadh,95000,6
Mercedes,C,Other,Black,Full,2.0,Gas,Automatic,86000,Jeddah,105000,8
Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,65000,Jeddah,57000,7
Honda,Civic,Saudi,Silver,Standard,1.6,Gas,Automatic,122,Jeddah,43000,8
Mercedes,Viano,Saudi,Black,Semi Full,3.5,Gas,Automatic,154000,Jeddah,45000,12
Hyundai,Santa fe,Saudi,Brown,Standard,3.3,Gas,Automatic,134000,Riyadh,48000,9
Toyota,Prado,Saudi,White,Semi Full,3.8,Gas,Manual,186000,Riyadh,55000,12
Mazda,CX9,Saudi,White,Semi Full,3.5,Gas,Automatic,123000,Riyadh,42000,11
Ford,Taurus,Saudi,Black,Semi Full,3.5,Gas,Automatic,154706,Riyadh,69500,10
Nissan,X-Trail,Saudi,Brown,Standard,2.5,Gas,Automatic,30507,Riyadh,69500,7
Audi,A3,Saudi,Red,Semi Full,1.4,Gas,Automatic,70278,Riyadh,69500,9
Toyota,Innova,Saudi,White,Standard,2.7,Gas,Automatic,57482,Riyadh,69500,8
Hyundai,Accent,Other,Another Color,Standard,1.4,Gas,Manual,252000,Taef,20000,11
Chevrolet,Tahoe,Saudi,Black,Standard,5.3,Gas,Automatic,121000,Riyadh,92000,10
GMC,Yukon,Saudi,Silver,Standard,5.3,Gas,Automatic,170000,Arar,102000,10
Hyundai,Sonata,Other,Black,Semi Full,1.7,Diesel,Automatic,82190,Qassim,63000,8
Kia,Quoris,Saudi,Another Color,Full,3.5,Gas,Automatic,75000,Dammam,75000,10
Isuzu,D-MAX,Saudi,White,Standard,2.5,Diesel,Manual,380000,Dammam,29000,15
Hyundai,Azera,Other,White,Full,3.0,Gas,Automatic,111000,Dammam,86000,9
GMC,Yukon,Saudi,Black,Full,5.3,Gas,Automatic,235000,Dammam,65000,18
Hyundai,Elantra,Other,White,Standard,1.6,Diesel,Automatic,55000,Riyadh,48000,9
Hyundai,Santa fe,Saudi,White,Full,3.3,Gas,Automatic,157000,Al-Ahsa,69000,9
Toyota,Rav4,Saudi,Black,Standard,2.5,Gas,Automatic,231000,Jubail,52000,9
GMC,Yukon,Saudi,Golden,Semi Full,5.5,Gas,Automatic,145000,Al-Medina,100000,9
Toyota,Camry,Saudi,Another Color,Full,2.5,Gas,Automatic,166,Riyadh,55000,8
Toyota,Innova,Saudi,White,Standard,2.7,Gas,Automatic,106377,Riyadh,69500,8
